Repository,Category,Subcat,Standard,Stars,Forks,Description,URL,License,Language,Top Contributors,Contributors,Created,Updated,Last Commit,Downloads,Topics
Bayer-Group/text-to-sql-epi-ehr-naacl2024,Model repo,,,20,5,Code for Retrieval augmented text-to-SQL generation for epidemiological question answering using ele...,https://github.com/Bayer-Group/text-to-sql-epi-ehr-naacl2024,MIT License,Python,angeloziletti,1,2024-04-22,2025-09-17,2024-05-15,0,"generative-ai, llm, rag, text-generation, text-to-sql"
FortaTech/prompts-for-health,Lists,,,20,5,Helpful prompts to transform the way healthcare professionals use generative conversational AI.,https://github.com/FortaTech/prompts-for-health,MIT License,,jlspencer8,1,2023-10-12,2025-09-29,2023-10-20,0,"ai, bastiongpt, chatgpt, healthcare, openai"
MohsinRazaKhanSipra/EHR-django,Infrastructure,EHR,,20,12,DjangoEHR is an Electronic Health Records (EHR) system developed using the Django web framework. Thi...,https://github.com/MohsinRazaKhanSipra/EHR-django,Unknown,Python,"m-toufeeq, MohsinRazaKhanSipra",2,2023-09-06,2025-09-12,2025-09-12,0,"appointment-booking, appointments, django, django-ehr, doctor"
AI4HealthUOL/MDS-ED,Model repo,,,20,3,Repository for the paper 'MDS-ED: Multimodal Decision Support in the Emergency Department – a benchmark dataset based on MIMIC-IV'.,https://github.com/AI4HealthUOL/MDS-ED,MIT License,Python,juanlopezcode,1,2024-06-18,2025-07-18,2025-04-30,0,"benchmark, datasets, deep-learning, ecg, healthcare"
HealthInnovators/MedChat-AI,Model repo,,,19,3,MedChat AI is an open-source large language model (LLM) specifically designed for healthcare chat ap...,https://github.com/HealthInnovators/MedChat-AI,MIT License,Jupyter Notebook,"HealthInnovators, msvasavada",2,2024-04-19,2025-05-29,2024-10-10,0,
arcweb/arcwell,Infrastructure,Analytics,,19,3,Arcwell Open Source Clinical Research Platform,https://github.com/arcweb/arcwell,Apache License 2.0,TypeScript,"timgetz, mberlin-arcweb, tmolumby",8,2024-07-08,2025-02-14,2025-02-14,0,"adonisjs, angular, ehr, fhir, healthcare"
beda-software/FHIRPathMappingLanguage,Interoperability,Data Standards & Mapping,FHIR,19,4,,https://github.com/beda-software/FHIRPathMappingLanguage,MIT License,TypeScript,"ruscoder, ir4y, dmitryashutov",4,2023-08-30,2025-09-05,2025-06-30,0,
HL7Norway/best-practice,References,,,18,6,Utvikling og dokumentasjon av beste praksis og veiledninger for bruk av HL7 FHIR i Norge,https://github.com/HL7Norway/best-practice,Unknown,HTML,"thomiz, oaassv, rockphotog",13,2018-06-28,2025-10-03,2025-10-03,0,"documentation, fhir, hl7, norway"
amaron-team/fhindr,App Development,Visualization,FHIR,19,0,Visualization tool for FHIR (Fast Healthcare Interoperability Resources) created by Amaron,https://github.com/amaron-team/fhindr,Other,,JensVercruysse,1,2024-08-28,2025-09-16,2025-09-11,3760,fhir
verily-src/fhirpath-go,App Development,Profiling & Authoring,FHIR,18,3,"Go implementation of the FHIRPath specification, implemented directly with the google/fhir proto def...",https://github.com/verily-src/fhirpath-go,"BSD 3-Clause ""New"" or ""Revised"" License",Go,"AlexJSully, VickSuresh, alexlaurinmath",5,2024-04-25,2025-10-02,2025-09-09,0,verily-health
SAFEHR-data/FlowEHR,HAI engineering,Framework,,17,12,"FlowEHR is a safe, secure & cloud-native development & deployment platform for digital healthcare re...",https://github.com/SAFEHR-data/FlowEHR,Apache License 2.0,HCL,"jjgriff93, t-young31, damoodamoo",8,2023-01-18,2025-09-18,2025-02-04,0,
nhunguet/AI4healthcare,Lists,,,16,13,,https://github.com/nhunguet/AI4healthcare,Unknown,,"nhunguet, pjs990301, Dev-MerB",11,2024-10-14,2025-03-29,2024-12-09,0,
gotdan/flatquack,Infrastructure,Analytics,FHIR,17,1,Convert healthcare data in FHIR format into flat tables,https://github.com/gotdan/flatquack,MIT License,JavaScript,gotdan,1,2024-10-28,2025-09-18,2025-07-23,0,
hl7au/au-fhir-test-data,References,,,16,13,HL7 AU FHIR Test Data,https://github.com/hl7au/au-fhir-test-data,Creative Commons Zero v1.0 Universal,,"heathfrankel, StephThaoOng, ir4y",10,2024-03-04,2025-10-02,2025-10-02,16,
seonhee99/EHR-SeqSQL,Model repo,Eval,,16,2,"Official repository of ""EHR-SeqSQL : A Sequential Text-to-SQL Dataset For Interactively Exploring El...",https://github.com/seonhee99/EHR-SeqSQL,Unknown,,seonhee99,1,2024-06-03,2025-03-29,2024-07-05,0,
FHIR/fhir-candle,Infrastructure,Servers,FHIR,15,2,fhir-candle - A FHIR development and test server implemented in C#,https://github.com/FHIR/fhir-candle,MIT License,C#,"GinoCanessa, bvdh, jmandel",3,2024-07-18,2025-09-12,2025-06-11,0,"csharp, developer-tools, development-environment, fhir, fhir-server"
google/fhir-dbt-utils,Infrastructure,Analytics,FHIR,14,1,Utility functions to support analytics over FHIR in BigQuery or Apache Spark,https://github.com/google/fhir-dbt-utils,Apache License 2.0,Shell,"danygammall, taraojo",2,2023-11-07,2025-07-02,2024-01-08,0,
HL7/fhir-omop-ig,References,,,14,7,A FHIR implementation guide that supports conversion of data from FHIR to OMOP and OMOP to FHIR,https://github.com/HL7/fhir-omop-ig,Unknown,GLSL,"DaveraGabriel, jduteau, wtroddy",3,2023-09-06,2025-08-04,2025-07-23,0,
datasharingframework/dsf,Infrastructure,Data Platforms,FHIR,14,9,A distributed process engine based on the BPMN 2.0 and FHIR R4 standards,https://github.com/datasharingframework/dsf,Apache License 2.0,Java,"hhund, wetret, schwzr",11,2023-02-07,2025-06-02,2025-06-01,0,"bpmn2, datasharing, fhir"
oehf/xds-registry-to-fhir,Interoperability,Gateways & Connectors,"FHIR, HL7 CDA",14,3,IHE XDS.b Registry using a FHIR server as backend,https://github.com/oehf/xds-registry-to-fhir,Apache License 2.0,Java,"Thopap, walcovanloon, unixoid",3,2023-10-30,2025-08-28,2025-08-28,0,"fhir, ihe, xds"
fhirfly/fhirpower,Model Development,Dataset Processing,FHIR,14,3,FHIR Power creates  Sentences from FHIR Resources or a Bundle of FHIR Resources to power Machine Lea...,https://github.com/fhirfly/fhirpower,MIT License,Python,fhirfly,1,2023-08-28,2025-07-25,2023-09-06,0,
HKU-MedAI/MulT-EHR,Model repo,,,14,2,[Neural Networks'24] Multi-task Heterogeneous Graph Learning on Electronic Health Records,https://github.com/HKU-MedAI/MulT-EHR,Unknown,Jupyter Notebook,howardchanth,1,2024-08-17,2025-08-14,2024-09-22,0,"ehr, electronic-health-records, graph-neural-networks, multi-task-learning"
cocoindex-io/patient-intake-extraction,Model Development,Dataset Processing,,14,2,Patient Intake Form Extraction using llm,https://github.com/cocoindex-io/patient-intake-extraction,Apache License 2.0,Python,badmonster0,1,2025-03-21,2025-08-20,2025-05-29,0,"data-indexing, etl, healthcare, llm, machine-learning"
pr0mila/MediRag-Guard,HAI engineering,Templates / Starters,,13,0,"A RAG Proof of Concept that delivers comprehensive, context-aware insights on healthcare data privac...",https://github.com/The-Data-Dilemma/MediRag-Guard,MIT License,Python,pr0mila,1,2025-05-27,2025-08-12,2025-05-31,0,"ai, chromadb, context, embedding, embeddings"
nazrulworld/fhir-core,Interoperability,Data Models & Validation,FHIR,13,4,"Powered by Pydantic v2, the core library for FHIR",https://github.com/nazrulworld/fhir-core,Other,Python,"nazrulworld, bwalsh, dacasals-tw",4,2024-07-10,2025-09-08,2025-07-11,0,
erikhoward/azure-fhir-mcp-server,HAI engineering,Agents & MCP Server,FHIR,13,6,Azure AHDS FHIR MCP Server,https://github.com/erikhoward/azure-fhir-mcp-server,MIT License,Python,erikhoward,1,2025-05-12,2025-09-15,2025-07-29,0,"ai, azure, fhir, llm, mcp"
zedwerks/keycloak-smart-fhir,Infrastructure,Auth & Proxy,FHIR,12,0,A custom Service Provider Interface (extension) for Keycloak that supports SMART on FHIR  EHR-Launch...,https://github.com/zedwerks/keycloak-smart-fhir,Apache License 2.0,HCL,"bradhead, dependabot[bot]",2,2024-01-10,2025-09-28,2025-07-03,0,"oidc, smart-on-fhir"
329162516/medprompt,Lists,,,12,5,"Collection of prompts, tools, chains and agents for healthcare using LLMs and FHIR.",https://github.com/329162516/medprompt,Apache License 2.0,,"dermatologist, github-actions[bot], dependabot[bot]",3,2023-12-10,2025-09-12,2023-12-09,0,
AI-Hub-Admin/HealthcareAgent,Lists,,,12,1,List of Awesome AI Agent for Healthcare and Common Agentic AI API Interface,https://github.com/AI-Hub-Admin/HealthcareAgent,Unknown,Python,AI-Hub-Admin,1,2024-10-13,2025-09-09,2024-12-25,0,"ai-agent, healthcare"
Bugs5382/node-hl7-server,Interoperability,Gateways & Connectors,HL7v2,12,6,A package that creates an Hl7 server for accepting incoming HL7 messages and process the data to do ...,https://github.com/Bugs5382/node-hl7-server,MIT License,TypeScript,"Bugs5382, semantic-release-bot, dependabot[bot]",6,2023-11-17,2025-09-19,2025-04-12,0,"hl7, hl7-server"
alimoezzi/ReportQL,Model repo,,,11,3,Code and dataset for paper - Application of Deep Learning in Generating Structured Radiology Reports: A Transformer-Based Technique,https://github.com/alimoezzi/ReportQL,MIT License,Jupyter Notebook,"alimoezzi, lvwerra",2,2022-09-13,2025-03-31,2023-04-17,0,"annotation, dataset, deep-learning, healthcare, huggingface"
ji-youn-kim/EHRFL,Model repo,,,11,2,"Official code for ""Client-Centered Federated Learning for Heterogeneous EHRs: Use Fewer Participants...",https://github.com/ji-youn-kim/EHRFL,MIT License,Python,ji-youn-kim,1,2024-04-18,2025-05-28,2025-02-11,0,
VarionAI/varion,Infrastructure,Data Platforms,,11,0,Varion AI is an AI research group dedicated to integrating ICP's decentralized AI into healthcare sy...,https://github.com/VarionAI/varion,Unknown,JavaScript,"brianaltan, aldenbudiman, Anders35",4,2024-08-26,2025-08-26,2025-08-26,0,"dfinity, internet-computer-protocol"
chaseastewart/fhir-converter,Interoperability,Converters & Transformers,FHIR,11,9,Transformation utility to translate data formats into FHIR,https://github.com/chaseastewart/fhir-converter,MIT License,Liquid,chaseastewart,1,2023-12-14,2025-09-22,2024-08-16,0,"cda-fhir, fhir, fhir-converter, hl7, hl7-fhir"
drmuskangarg/SLMs-in-healthcare,Lists,,,11,1,"Unlike vanilla contextual pre-trained fundamentally \textit{small} language models (e.g., ClinicalBERT), our interest lies in compressed and optimized approaches for language models in healthcare, dev...",https://github.com/drmuskangarg/SLMs-in-healthcare,Unknown,,"liux3138, drmuskangarg",2,2025-03-27,2025-09-11,2025-04-24,0,
erpuno/hl7,Infrastructure,Servers,FHIR,11,3,💠 HL7: FHIR Application Server ISO/HL7 27931:2009,https://github.com/erpuno/hl7,ISC License,Elixir,5HT,1,2024-01-15,2025-07-13,2025-07-08,0,
canvas-medical/pydian,Interoperability,Data Standards & Mapping,,10,3,Python framework for developer-friendly data interchange,https://github.com/canvas-medical/pydian,Unknown,Python,csande,1,2022-05-19,2025-06-04,2023-01-27,0,
yhzhu99/ehr-llm-benchmark,Model repo,Eval,,9,1,ClinicRealm: Re-evaluating Large Language Models with Conventional Machine Learning for Non-Generati...,https://github.com/yhzhu99/ehr-llm-benchmark,Unknown,Python,"Fieldry, yhzhu99, v1xerunt",3,2024-05-28,2025-09-29,2025-09-29,1,"benchmark, ehr, llm"
PRITHIVSAKTHIUR/EHRM-Website,References,,,8,1,The primary issue is the fragmented nature of patient records within traditional healthcare systems....,https://github.com/PRITHIVSAKTHIUR/EHRM-Website,Unknown,HTML,"PRITHIVSAKTHIUR, JclnJ, Kamesh-T",4,2024-04-12,2024-07-27,2024-06-16,0,
chenxran/synthEHRella,Model Development,Eval,,9,2,SynthEHRella is a benchmarking package used for evaluating synthetic Electronic Health Records (EHR)...,https://github.com/chenxran/synthEHRella,MIT License,Python,"chenxran, zhenkewu, dependabot[bot]",3,2024-09-21,2025-09-17,2025-09-17,0,
AdaptInfer/clehrity,Model Development,Dataset Processing,,8,0,Automatically finding surprises in EHRs,https://github.com/AdaptInfer/clehrity,MIT License,Python,"blengerich, dependabot[bot]",2,2023-10-01,2024-06-08,2024-06-01,0,
wangziyu99/HealthQ-LLM-Healthcare-Benchmark,Model repo,,,8,1,"HealthQ is a benchmarking framework for assessing the questioning capabilities of Large Language Models (LLMs) in healthcare conversations. It evaluates RAG, ReAct, and Chain of Thought (CoT) workflow...",https://github.com/wangziyu99/HealthQ-LLM-Healthcare-Benchmark,MIT License,Python,wangziyu99,1,2025-02-25,2025-09-19,2025-02-26,0,
reAIM-Lab/ehr_foundation_model_benchmark,Model repo,Eval,,8,2,Code repository for DBMI's EHR foundation model benchmarks.,https://github.com/reAIM-Lab/ehr_foundation_model_benchmark,Unknown,Python,"ChaoPang, florian6973, shalmalijoshi",10,2024-04-18,2025-09-23,2025-09-23,0,
cistec-com/openEHR2FHIRquestionnaire,Interoperability,Converters & Transformers,"FHIR, openEHR",8,2,This script converts an openEHR web template (JSON) to one or more FHIR Questionnaire resources (JSO...,https://github.com/cistec-com/openEHR2FHIRquestionnaire,MIT License,Python,"jobucher, gmickel, platzhersh",3,2025-03-05,2025-10-03,2025-10-03,0,"fhir, openehr"
aiwonglab/ehrmonize,Model Development,Modelling & Training,,7,1,EHRmonize: a Python package to abstract medical concepts with LLMs,https://github.com/aiwonglab/ehrmonize,MIT License,Jupyter Notebook,"joamats, aianwong",2,2024-06-15,2025-06-11,2024-07-27,0,
theislab/ehrdata,Model Development,Dataset Processing,,7,3,A datastructure for EHR data,https://github.com/theislab/ehrdata,Apache License 2.0,Python,"xinyuejohn, eroell, pre-commit-ci[bot]",9,2023-11-03,2025-09-30,2025-09-30,0,"data-analysis, ehr, ehrapy"
dek924/EHRXDiff,Model repo,,,7,0,Towards Predicting Temporal Changes in a Patient's Chest X-ray Images based on Electronic Health Rec...,https://github.com/dek924/EHRXDiff,MIT License,Python,dek924,1,2025-04-19,2025-08-27,2025-08-27,0,
PRAISELab-PicusLab/CER-Fact-Checking,Model repo,,,7,1,"🩺🔍 CER Demo: Fact-Checking Biomedical Claims. An automated system combining 🌐 PubMed and 🤖 Large Language Models to verify biomedical claims, generate justifications, and ensure accurate classificatio...",https://github.com/PRAISELab-PicusLab/CER-Fact-Checking,Other,Python,"csmariano, LaErre9, giuseppericcio",3,2025-03-07,2025-09-21,2025-09-01,0,"bioasq, fact-checking, healthcare, healthfc, huggingface"
FGA-DIKU/EHR,Model Development,Modelling & Training,,7,3,A BERT-based framework for processing and analyzing Electronic Health Records (EHR) data. It provide...,https://github.com/FGA-DIKU/EHR,MIT License,Python,"kirilklein, Montgomeryyyy, mikkelfo",4,2024-06-06,2025-09-27,2025-09-27,0,"bert, ehr, healthcare-ai, predictive-modeling"
jy95/fhir-dosage-utils,Interoperability,Converters & Transformers,FHIR,7,0,Turn FHIR Dosage into human readable text in your wanted language and much more,https://github.com/jy95/fhir-dosage-utils,GNU Affero General Public License v3.0,TypeScript,"jy95, dependabot[bot], smals-jy",4,2024-03-21,2025-10-01,2025-10-01,0,"dosage, fhir, fhir-parser, fhir-r4, fhir-r5"
WithSecureLabs/hl7magic,Interoperability,Data Models & Validation,"HL7v2, iomt",6,2,A Burp extension to allow for easy modification of HL7 messages sent to and from medical devices.,https://github.com/WithSecureLabs/hl7magic,Apache License 2.0,Python,J3lly-sec,1,2024-03-19,2025-02-07,2024-03-25,0,
septerional/sep-1,Model repo,,,6,1,"Universal repository of the SEP-1 model from Septerional, unifying health assistance in the fields o...",https://github.com/septerional/sep-1,Unknown,Dart,TornadoAzul,1,2024-12-25,2025-01-14,2025-01-14,0,"ai, asistant, barceloneta, bic, health"
kelkalot/normedqa,Model Development,Eval,,6,1,NorMedQA is designed to evaluate the medical knowledge and reasoning capabilities of large language models (LLMs) in Norwegian context (Bokmål and Nynorsk).  The benchmark consists of 1313 question-an...,https://github.com/kelkalot/normedqa,Unknown,Jupyter Notebook,kelkalot,1,2025-05-01,2025-05-21,2025-05-06,0,"benchmark, healthcare, llm"
Xt-EHR/xt-ehr-common,References,,,6,2,,https://github.com/Xt-EHR/xt-ehr-common,Creative Commons Zero v1.0 Universal,GLSL,"kruzikh, rlindstrm, danka74",4,2024-05-30,2025-09-24,2025-09-24,0,
hl7au/au-fhir-erequesting,References,,,6,7,HL7 Australia eRequesting FHIR Implementation Guide Source,https://github.com/hl7au/au-fhir-erequesting,Unknown,GLSL,"mjosborne1, JayMurdoch, dbojicic",8,2024-02-13,2025-10-01,2025-10-01,0,
lavita-ai/medical-eval-sphere,Model Development,Eval,,6,1,Medical Sphere https://sphere.lavita.ai/,https://github.com/lavita-ai/medical-eval-sphere,Unknown,Jupyter Notebook,phosseini,1,2024-10-24,2025-09-22,2025-09-22,0,"benchmark, evaluation, healthcare, medical-application, question-answering"
smart-on-fhir/cumulus,Infrastructure,Analytics,FHIR,6,0,Clinical investigation at population scale.,https://github.com/smart-on-fhir/cumulus,Apache License 2.0,Shell,"mikix, dogversioning",2,2023-05-09,2025-07-14,2025-07-14,0,
Artessay/DearLLM,Model repo,,,6,1,"The official repository for AAAI 2025 paper ""DearLLM: Enhancing Personalized Healthcare via Large Language Models-Deduced Feature Correlations"".",https://github.com/Artessay/DearLLM,Unknown,Python,Artessay,1,2024-12-11,2025-05-15,2024-12-13,0,
HowieHsu0126/AwesomeEHR,Infrastructure,Analytics,FHIR,6,1,AwesomeEHR is an open-source PostgreSQL collections designed to streamline the extraction and analys...,https://github.com/HowieHsu0126/AwesomeEHR,Unknown,PLpgSQL,"HowieHsu0126, STYAI",2,2024-12-15,2025-07-20,2025-04-19,0,"ehr-data, eicu-crd, mimic-iv, pgsql"
SanteonNL/shared-care-planning,References,,,5,4,,https://github.com/SanteonNL/shared-care-planning,GNU General Public License v3.0,GLSL,"bramwesselo, rolandgroen, jorritspee",8,2024-01-30,2025-04-01,2025-04-01,0,"careplan, careteam, fhir, healthcare, hl7"
EternityYW/FairEHR-CLP,Model repo,,,5,0,"Official implementation of ""FairEHR-CLP: Towards Fairness-Aware Clinical Predictions with Contrastiv...",https://github.com/EternityYW/FairEHR-CLP,Unknown,Python,EternityYW,1,2024-08-03,2025-09-12,2024-08-04,0,"contrastive-learning, ehr-data, fairness-awareness-model"
Stoa-Medical/Portico,HAI engineering,Agents & MCP Server,,5,0,Agentic integration & context engine for health systems,https://github.com/Stoa-Medical/Portico,Other,Rust,"ericpan64, aychtang",2,2025-01-16,2025-09-22,2025-09-22,0,
ericpan64/chidian,Interoperability,Data Standards & Mapping,,1,0,Library for composable (chimeric) data interchange,https://github.com/ericpan64/chidian,MIT License,Python,ericpan64,1,2025-05-14,2025-10-22,2025-08-20,0,
